tx_id,sender,receiver,amount,timestamp,is_fraud
TXN7C69C9A3,chandresh48@okaxis,"kant,rajagopalandpai@oksbi",207.01,2026-06-01 09:42:09,0
TXNB02E07A9,girik71@okaxis,"bassi,rajanandmuni@oksbi",551.54,2026-06-01 09:42:23,0
TXN877815DF,lakshmi90@okaxis,patlainc@oksbi,387.33,2026-06-01 09:42:36,0
TXN5355DB6E,aradhana18@okaxis,"guha,kuruvillaanddeshmukh@oksbi",51.29,2026-06-01 09:43:05,0
TXNC2118BC0,ranveer28@okaxis,memon-vyas@oksbi,299.8,2026-06-01 09:43:08,0
TXN0108086E,damini14@okaxis,rege-rao@oksbi,320.0,2026-06-01 09:43:11,0
TXNF1F2D89C,robert40@okaxis,"guha,kuruvillaanddeshmukh@oksbi",113.87,2026-06-01 09:43:13,0
TXN868A1350,chasmum18@okaxis,balainc@oksbi,196.21,2026-06-01 09:43:17,0
TXN984E3228,omya95@okaxis,"kala,duttandmodi@oksbi",110.34,2026-06-01 09:43:22,0
TXN71CDE85E,pahal19@okaxis,"sathe,luthraandsule@oksbi",41.47,2026-06-01 09:43:32,0
TXNC269F582,rayaan71@okaxis,"issac,shettyandroy@oksbi",414.56,2026-06-01 09:43:47,0
TXNE5D0ED91,vasatika27@okaxis,narayananinc@oksbi,409.15,2026-06-01 09:43:47,0
TXNBCFB75EE,deepa23@okaxis,"guha,kuruvillaanddeshmukh@oksbi",530.51,2026-06-01 09:43:49,0
TXND6AB88DD,anya79@okaxis,"sinha,daraandsalvi@oksbi",108.05,2026-06-01 09:44:30,0
TXNE35EE3F7,chatresh35@okaxis,"gole,groverandgoyal@oksbi",834.92,2026-06-01 09:44:46,0
TXNC8FE5EEE,oliver65@okaxis,nadkarniplc@oksbi,592.13,2026-06-01 09:45:00,0
TXN60083309,hemang30@okaxis,"kala,duttandmodi@oksbi",37.25,2026-06-01 09:45:13,0
TXN4B42374C,timothy50@okaxis,"gala,senguptaandanand@oksbi",699.0,2026-06-01 09:45:14,0
TXND43B5B24,vinaya87@okaxis,lataandsons@oksbi,40.36,2026-06-01 09:45:34,0
TXN60C4C050,samuel94@okaxis,patlainc@oksbi,222.45,2026-06-01 09:45:56,0
TXN91FF3D5C,xiti27@okaxis,"roy,gillandamble@oksbi",308.98,2026-06-01 09:46:23,0
TXNED45D886,laksh57@okaxis,viswanathan-bail@oksbi,177.12,2026-06-01 09:46:42,0
TXN7DAB950C,triya19@okaxis,dyal-rai@oksbi,117.5,2026-06-01 09:46:55,0
TXN148B35EF,advik95@okaxis,prabhakar-bhatti@oksbi,280.26,2026-06-01 09:47:21,0
TXN7E763DB7,ira37@okaxis,kothari-pal@oksbi,150.19,2026-06-01 09:47:50,0
TXN246E71E8,alka67@okaxis,subramanian-mangat@oksbi,198.84,2026-06-01 09:48:03,0
TXNA499F3F7,henry71@okaxis,setty-bajaj@oksbi,38.6,2026-06-01 09:48:03,0
TXN9870D218,tanish98@okaxis,khanna-ganesh@oksbi,177.04,2026-06-01 09:48:08,0
TXN0A2DBF2D,amara87@okaxis,"gala,senguptaandanand@oksbi",24.43,2026-06-01 09:48:10,0
TXN771CC24D,brijesh49@okaxis,"guha,kuruvillaanddeshmukh@oksbi",351.68,2026-06-01 09:48:25,0
TXND97E3C36,tarak80@okaxis,purohit-mody@oksbi,109.49,2026-06-01 09:48:43,0
TXN5B71B29B,ronith33@okaxis,patla-mukherjee@oksbi,822.51,2026-06-01 09:49:10,0
TXN41964622,anjali79@okaxis,dyal-rai@oksbi,82.1,2026-06-01 09:49:35,0
TXNC3855770,ekbal16@okaxis,khanna-ganesh@oksbi,231.13,2026-06-01 09:51:00,0
TXN76337751,hema81@okaxis,raigroup@oksbi,102.21,2026-06-01 09:51:04,0
TXN34CBFBFD,shivansh22@okaxis,handa-bhasin@oksbi,394.87,2026-06-01 09:51:24,0
TXN13857B37,anita27@okaxis,purohit-mody@oksbi,1177.47,2026-06-01 09:52:10,0
TXN6915988A,lavanya29@okaxis,vaidyainc@oksbi,114.72,2026-06-01 09:53:35,0
TXN49CA1579,advaith94@okaxis,"guha,kuruvillaanddeshmukh@oksbi",27.81,2026-06-01 09:54:03,0
TXN1914114B,hardik58@okaxis,setty-bajaj@oksbi,42.89,2026-06-01 09:56:08,0
TXN3342E90A,rayaan71@okaxis,vaidyainc@oksbi,513.04,2026-06-01 09:56:19,0
TXNBB78819F,warhi39@okaxis,malhotra-ghose@oksbi,144.21,2026-06-01 09:57:33,0
TXN0B7F6F77,oscar12@okaxis,patla-mukherjee@oksbi,25.64,2026-06-01 09:58:10,0
TXN735E42C8,zinal66@okaxis,balayinc@oksbi,94.03,2026-06-01 09:58:30,0
TXN06DDC948,yachana23@okaxis,kara-golla@oksbi,486.22,2026-06-01 09:58:30,0
TXN39699D0A,harish23@okaxis,viswanathan-bail@oksbi,194.06,2026-06-01 09:58:44,0
TXNE925E420,pahal23@okaxis,"gole,groverandgoyal@oksbi",376.1,2026-06-01 09:59:08,0
TXN7CB4C516,jackson81@okaxis,viswanathan-bail@oksbi,27.78,2026-06-01 09:59:26,0
TXN9E9BF9EC,yamini31@okaxis,"guha,kuruvillaanddeshmukh@oksbi",198.73,2026-06-01 10:00:04,0
TXN9242CA71,gunbir30@okaxis,malhotra-ghose@oksbi,129.98,2026-06-01 10:00:26,0
TXN45304FA2,yashvi92@okaxis,"chopra,padmanabhanandwarrior@oksbi",540.72,2026-06-01 10:00:46,0
TXN5F1C952B,shravya66@okaxis,setty-bajaj@oksbi,549.2,2026-06-01 10:00:51,0
TXN5F628788,balhaar69@okaxis,"bassi,rajanandmuni@oksbi",16.07,2026-06-01 10:01:19,0
TXNFF5C1BFE,bina63@okaxis,balayinc@oksbi,48.22,2026-06-01 10:01:23,0
TXN43922014,devansh24@okaxis,kara-golla@oksbi,357.0,2026-06-01 10:01:50,0
TXNE61DDC67,yoshita19@okaxis,nigam-nori@oksbi,745.24,2026-06-01 10:01:53,0
TXNF57236EB,yash99@okaxis,"bassi,rajanandmuni@oksbi",118.39,2026-06-01 10:02:28,0
TXNBF2F4324,warhi99@okaxis,subramanian-mangat@oksbi,114.44,2026-06-01 10:02:33,0
TXN85D50C35,laksh57@okaxis,patlainc@oksbi,36.03,2026-06-01 10:04:03,0
TXN2FD92F32,ekaraj41@okaxis,viswanathan-bail@oksbi,445.36,2026-06-01 10:04:41,0
TXN6917A0F5,yatan57@okaxis,"sathe,luthraandsule@oksbi",388.96,2026-06-01 10:04:48,0
TXN45347D61,qarin73@okaxis,prabhakar-bhatti@oksbi,77.09,2026-06-01 10:06:05,0
TXNCEF6E79A,hemal31@okaxis,"palla,krishnanandnarang@oksbi",169.85,2026-06-01 10:06:30,0
TXNF9912C4A,aarini94@okaxis,setty-bajaj@oksbi,147.27,2026-06-01 10:07:04,0
TXNAA0A131E,guneet52@okaxis,"sharaf,srinivasananddhillon@oksbi",1013.97,2026-06-01 10:07:38,0
TXN34F2568C,orinder77@okaxis,kara-golla@oksbi,92.22,2026-06-01 10:08:29,0
TXNE37E390A,chasmum18@okaxis,subramanian-sridhar@oksbi,284.93,2026-06-01 10:09:49,0
TXN7F5F934C,alka67@okaxis,chowdhury-kala@oksbi,35.2,2026-06-01 10:10:02,0
TXN2731F157,lajita28@okaxis,"kant,rajagopalandpai@oksbi",277.87,2026-06-01 10:10:32,0
TXN8F983DC3,panini82@okaxis,"chopra,padmanabhanandwarrior@oksbi",93.62,2026-06-01 10:10:34,0
TXND8F217ED,jalsa59@okaxis,sama-ratti@oksbi,145.53,2026-06-01 10:11:08,0
TXNCAC3E998,krishna34@okaxis,dyal-rai@oksbi,84.54,2026-06-01 10:11:30,0
TXN57618E85,peter98@okaxis,"bassi,rajanandmuni@oksbi",289.98,2026-06-01 10:11:49,0
TXN49996F96,anvi61@okaxis,patlainc@oksbi,521.26,2026-06-01 10:12:10,0
TXN49681D83,oeshi17@okaxis,lataandsons@oksbi,229.28,2026-06-01 10:12:37,0
TXNE4E3635E,daksha89@okaxis,viswanathan-bail@oksbi,155.36,2026-06-01 10:12:39,0
TXN40617038,anay31@okaxis,"tak,sridharandprashad@oksbi",58.03,2026-06-01 10:13:32,0
TXN4790930C,advik66@okaxis,malhotra-ghose@oksbi,73.1,2026-06-01 10:13:55,0
TXN432CDDC1,vasatika31@okaxis,kothari-pal@oksbi,250.94,2026-06-01 10:14:56,0
TXNBA4E2178,divya31@okaxis,patlainc@oksbi,63.62,2026-06-01 10:15:07,0
TXN62905049,yug89@okaxis,"guha,kuruvillaanddeshmukh@oksbi",326.76,2026-06-01 10:15:14,0
TXNBD535953,indali32@okaxis,seth-bala@oksbi,139.72,2026-06-01 10:15:20,0
TXN73430016,jasmit20@okaxis,tataplc@oksbi,224.76,2026-06-01 10:15:28,0
TXN9BA03DB6,harita70@okaxis,memon-vyas@oksbi,40.75,2026-06-01 10:16:03,0
TXN8BC1DFE3,manthan20@okaxis,patla-mukherjee@oksbi,1329.33,2026-06-01 10:16:09,0
TXN19F7BE77,caleb69@okaxis,kothari-pal@oksbi,84.86,2026-06-01 10:16:26,0
TXND85CF83F,saanvi18@okaxis,prabhakar-bhatti@oksbi,290.05,2026-06-01 10:16:42,0
TXN55F8E2DA,prisha58@okaxis,"sharaf,srinivasananddhillon@oksbi",747.3,2026-06-01 10:16:44,0
TXN7B2317AA,nitara88@okaxis,raigroup@oksbi,22.97,2026-06-01 10:16:53,0
TXNC2B1B6B2,quincy54@okaxis,"roy,gillandamble@oksbi",40.29,2026-06-01 10:16:55,0
TXNDB05E8B0,harrison63@okaxis,balainc@oksbi,810.58,2026-06-01 10:16:58,0
TXNA30C1EBE,chaman42@okaxis,"gala,senguptaandanand@oksbi",39.46,2026-06-01 10:17:33,0
TXN54DC0154,aditya12@okaxis,nadkarniplc@oksbi,166.64,2026-06-01 10:17:47,0
TXNFA5204AB,timothy50@okaxis,viswanathan-bail@oksbi,781.67,2026-06-01 10:17:50,0
TXN29E806B3,oviya37@okaxis,vaidyainc@oksbi,47.4,2026-06-01 10:18:16,0
TXN6B41D7AF,umang58@okaxis,"gole,jainandnazareth@oksbi",194.33,2026-06-01 10:18:17,0
TXN9E9BB792,harish63@okaxis,setty-bajaj@oksbi,93.89,2026-06-01 10:18:20,0
TXN5DDD130F,hiral41@okaxis,"kala,duttandmodi@oksbi",23.36,2026-06-01 10:19:11,0
TXNEB4354AE,hamsini99@okaxis,"gole,groverandgoyal@oksbi",366.62,2026-06-01 10:19:42,0
TXNE0044DAA,arjun79@okaxis,"sinha,daraandsalvi@oksbi",84.67,2026-06-01 10:20:33,0
TXNBA798CFB,lopa63@okaxis,nadkarniplc@oksbi,50.04,2026-06-01 10:20:46,0
TXN89953FD3,oviya41@okaxis,subramanian-sridhar@oksbi,148.39,2026-06-01 10:20:53,0
TXN83818EDF,eesha13@okaxis,memon-vyas@oksbi,469.37,2026-06-01 10:21:32,0
TXN80D1BEA1,shaurya63@okaxis,handa-bhasin@oksbi,228.64,2026-06-01 10:23:21,0
TXN6492FE30,yashoda11@okaxis,chowdhury-kala@oksbi,19.57,2026-06-01 10:24:09,0
TXNC302EB56,bimala15@okaxis,balayinc@oksbi,32.67,2026-06-01 10:26:34,0
TXN1F9E7CC1,dipta42@okaxis,nadig-acharya@oksbi,89.8,2026-06-01 10:26:48,0
TXN09FD50F0,fitan24@okaxis,"sinha,daraandsalvi@oksbi",159.04,2026-06-01 10:27:16,0
TXNBB71B559,abdul60@okaxis,"palla,krishnanandnarang@oksbi",170.41,2026-06-01 10:27:17,0
TXNB1B5EA93,ranveer64@okaxis,vaidyainc@oksbi,556.7,2026-06-01 10:27:41,0
TXNC14906E9,bhavika78@okaxis,"issac,shettyandroy@oksbi",227.77,2026-06-01 10:29:31,0
TXN8AB6CD06,noah48@okaxis,dyal-rai@oksbi,106.15,2026-06-01 10:29:41,0
TXN996A3E75,ekta41@okaxis,malhotra-ghose@oksbi,161.15,2026-06-01 10:29:50,0
TXNDB97C169,aarnav92@okaxis,subramanian-mangat@oksbi,44.19,2026-06-01 10:30:11,0
TXN589C57C6,noah12@okaxis,raigroup@oksbi,67.35,2026-06-01 10:30:46,0
TXN305C67D7,tanveer97@okaxis,"roy,gillandamble@oksbi",735.3,2026-06-01 10:31:16,0
TXN826DE429,qasim83@okaxis,lataandsons@oksbi,116.38,2026-06-01 10:32:15,0
TXN34D6FD82,tanish79@okaxis,"bassi,rajanandmuni@oksbi",120.64,2026-06-01 10:32:49,0
TXN5B49AE26,jagvi42@okaxis,balainc@oksbi,523.1,2026-06-01 10:32:52,0
TXN9B880EBD,faras54@okaxis,acharya-kapur@oksbi,703.47,2026-06-01 10:33:05,0
TXN2837D6A9,eta66@okaxis,"gole,jainandnazareth@oksbi",182.77,2026-06-01 10:33:26,0
TXNA36ACAE1,jhalak47@okaxis,acharya-kapur@oksbi,213.37,2026-06-01 10:35:09,0
TXN3AEB7284,amruta74@okaxis,nigam-nori@oksbi,623.96,2026-06-01 10:35:12,0
TXN32769800,yutika88@okaxis,seth-bala@oksbi,123.93,2026-06-01 10:36:05,0
TXN7D3AB500,mitesh14@okaxis,"tak,sridharandprashad@oksbi",62.66,2026-06-01 10:36:14,0
TXNA8863077,gaurika61@okaxis,vaidyainc@oksbi,208.73,2026-06-01 10:36:15,0
TXN652F64A1,jagvi23@okaxis,"kala,duttandmodi@oksbi",58.09,2026-06-01 10:36:34,0
TXN95FD770D,ayush96@okaxis,memon-vyas@oksbi,149.64,2026-06-01 10:36:39,0
TXN41914283,priya59@okaxis,"chand,daniandbansal@oksbi",499.06,2026-06-01 10:36:51,0
TXN891F5EED,krishna34@okaxis,acharya-kapur@oksbi,285.94,2026-06-01 10:39:55,0
TXNED144B0D,jagrati72@okaxis,kara-golla@oksbi,49.48,2026-06-01 10:40:22,0
TXNFF75B4CA,chanchal81@okaxis,subramanian-mangat@oksbi,337.99,2026-06-01 10:40:31,0
TXN2326664E,shravya93@okaxis,"tak,sridharandprashad@oksbi",289.25,2026-06-01 10:41:03,0
TXNEEF96AC0,vedant82@okaxis,"bassi,rajanandmuni@oksbi",24.83,2026-06-01 10:42:03,0
TXN312E1D72,timothy50@okaxis,"gole,groverandgoyal@oksbi",55.25,2026-06-01 10:42:12,0
TXNEFA5B9D3,kabir78@okaxis,acharya-kapur@oksbi,374.83,2026-06-01 10:42:16,0
TXNDB1A9EA7,neel71@okaxis,"chopra,padmanabhanandwarrior@oksbi",277.72,2026-06-01 10:42:57,0
TXN9BFA4FB5,neel59@okaxis,"sharaf,srinivasananddhillon@oksbi",333.67,2026-06-01 10:43:17,0
TXNE704DBB4,chandran17@okaxis,sama-ratti@oksbi,26.67,2026-06-01 10:44:18,0
TXNB4C2CE4E,damyanti44@okaxis,vaidyainc@oksbi,125.32,2026-06-01 10:44:56,0
TXN99CFF1C3,rudra76@okaxis,"guha,kuruvillaanddeshmukh@oksbi",222.73,2026-06-01 10:45:37,0
TXNAB31A07F,naveen23@okaxis,panchal-lanka@oksbi,526.35,2026-06-01 10:45:47,0
TXND731A85C,kabir65@okaxis,seth-bala@oksbi,63.24,2026-06-01 10:45:54,0
TXNA10427A2,henry96@okaxis,"gole,groverandgoyal@oksbi",582.06,2026-06-01 10:46:02,0
TXND658A8C2,faras54@okaxis,patla-mukherjee@oksbi,103.25,2026-06-01 10:46:17,0
TXN69A1ACF9,bina42@okaxis,dyal-rai@oksbi,61.67,2026-06-01 10:46:49,0
TXN476CDEBB,ekbal16@okaxis,dutt-bakshi@oksbi,289.75,2026-06-01 10:47:06,0
TXNB77B2D0D,yamini31@okaxis,balayinc@oksbi,430.93,2026-06-01 10:47:32,0
TXNF9260B0D,jasmit20@okaxis,"sharaf,srinivasananddhillon@oksbi",55.65,2026-06-01 10:48:21,0
TXN5580DA05,ranveer64@okaxis,subramanian-mangat@oksbi,404.37,2026-06-01 10:49:02,0
TXN9A71E00D,tarak80@okaxis,tataplc@oksbi,31.14,2026-06-01 10:49:08,0
TXNEF74027E,ranveer28@okaxis,dutt-bakshi@oksbi,1159.94,2026-06-01 10:49:25,0
TXNDDD3DE91,viraj18@okaxis,kara-golla@oksbi,408.57,2026-06-01 10:49:27,0
TXN45E28ADD,bina63@okaxis,seth-bala@oksbi,132.95,2026-06-01 10:49:34,0
TXN353143CB,divya60@okaxis,"mandal,shahandraghavan@oksbi",115.72,2026-06-01 10:51:06,0
TXNEC0DC493,neha29@okaxis,kothari-pal@oksbi,701.91,2026-06-01 10:51:15,0
TXN632933D8,sneha88@okaxis,"tak,sridharandprashad@oksbi",40.39,2026-06-01 10:51:30,0
TXNF8D4B0E9,lopa63@okaxis,"sathe,luthraandsule@oksbi",131.49,2026-06-01 10:51:45,0
TXN9186085D,suhani15@okaxis,"gala,senguptaandanand@oksbi",215.79,2026-06-01 10:52:18,0
TXN1A2F414B,meghana38@okaxis,"sharaf,srinivasananddhillon@oksbi",293.09,2026-06-01 10:52:31,0
TXN7656CD60,brijesh49@okaxis,"palla,krishnanandnarang@oksbi",176.52,2026-06-01 10:52:41,0
TXNCF001907,nirja66@okaxis,lataandsons@oksbi,712.28,2026-06-01 10:53:04,0
TXN207AC301,jasmit69@okaxis,"roy,gillandamble@oksbi",240.52,2026-06-01 10:53:21,0
TXNB8016E9B,tanish79@okaxis,balayinc@oksbi,365.53,2026-06-01 10:54:17,0
TXNB49836C8,nikita98@okaxis,patlainc@oksbi,35.69,2026-06-01 10:54:27,0
TXN1F7FDC05,rudra76@okaxis,malhotra-ghose@oksbi,136.33,2026-06-01 10:55:07,0
